name,age,Contract valid until,Overall rating,Potential,Value,Wage,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
Sergio Moreno,23,"Jun 30, 2023",67,74,2100000.0,7000.0,29,68,64,67,60,67,44,43,48,69,69,70,64,68,65,63,65,51,57,65,32,15,69,49,59,59,13,14,19,,,,,
Nuno da Costa,31,2024,72,72,2000000.0,15000.0,60,68,74,68,60,72,52,52,54,73,81,84,75,66,76,74,83,69,68,66,49,37,73,67,69,65,15,17,20,14,15,7,12,6
I. Gharbi,18,2025,66,79,2000000.0,8000.0,59,57,35,65,49,74,68,52,57,71,72,64,80,63,87,60,43,33,35,54,51,40,59,65,60,68,37,45,38,7,9,13,15,8
I. Housni,17,2026,66,81,2000000.0,4000.0,49,69,60,64,60,69,55,45,51,65,71,72,69,59,78,70,69,61,61,62,45,23,69,61,68,61,22,22,20,,,,,
S. Tigges,23,2026,69,73,2000000.0,12000.0,59,71,77,65,63,57,42,33,48,62,53,61,40,69,34,75,59,75,87,57,75,40,70,58,55,63,44,42,38,6,13,14,11,10
S. Polter,31,2025,72,72,2000000.0,19000.0,51,74,80,59,67,60,44,41,50,64,63,76,54,71,48,77,77,74,92,62,84,30,76,53,71,69,35,30,13,,,,,
L. Pfeiffer,25,2026,70,72,2000000.0,14000.0,42,73,75,66,69,64,51,39,41,67,40,52,45,70,33,75,66,69,93,54,65,22,73,45,57,69,26,38,19,,,,,
S. Zoller,31,2024,72,72,2000000.0,19000.0,68,75,67,68,72,72,69,55,53,76,72,67,75,72,72,73,64,76,63,69,57,24,76,67,66,71,45,39,25,9,16,10,10,13
G. Holtmann,27,2025,71,71,2000000.0,15000.0,67,61,47,65,61,68,64,44,62,68,90,95,79,71,72,70,46,72,66,64,34,58,69,67,60,60,58,59,50,8,8,10,12,8
S. Michel,31,2024,72,72,2000000.0,23000.0,67,74,54,72,74,74,72,59,54,74,76,72,76,74,74,78,73,78,72,69,68,32,74,64,63,67,34,31,22,11,11,11,7,11
M. Fares,26,2025,71,71,2000000.0,29000.0,75,61,58,69,58,76,69,48,60,76,70,79,77,68,78,68,55,62,68,63,72,66,70,66,64,65,65,71,72,8,12,10,15,14
J. Braaf,19,"Jun 30, 2023",66,78,2000000.0,1000.0,61,60,50,62,56,71,60,58,56,68,79,78,82,63,86,69,65,69,69,62,59,40,61,60,53,59,43,37,32,8,11,13,14,12
Sergi Guardiola,31,"Jun 30, 2023",72,72,2000000.0,18000.0,52,73,71,72,70,73,71,55,50,74,69,73,74,61,67,73,73,72,79,70,70,28,74,65,66,65,32,19,18,11,14,11,11,11
A. Mighten,20,2025,66,77,1900000.0,13000.0,58,55,27,63,41,72,43,32,50,72,89,75,90,61,82,62,43,61,49,48,30,20,58,56,51,50,24,34,29,7,14,8,14,7
S. Dembélé,25,"Jun 30, 2023",69,72,1900000.0,22000.0,64,67,60,64,67,74,54,55,54,72,91,85,86,68,89,69,34,69,54,65,45,30,68,66,58,65,19,38,32,6,10,12,8,11
L. Mothiba,26,2024,70,71,1900000.0,15000.0,54,73,70,66,69,71,59,51,53,71,67,65,60,65,65,71,66,63,70,69,55,24,71,61,68,73,32,15,12,14,14,11,7,10
N. Holm,21,"Jun 30, 2023",66,76,1900000.0,2000.0,48,66,62,58,56,65,48,45,47,67,72,72,64,55,79,78,82,66,81,61,66,28,63,50,63,59,22,22,22,9,6,15,15,7
A. Onaiwu,26,2024,70,71,1900000.0,12000.0,58,70,68,65,66,66,56,51,57,68,82,79,63,68,62,70,80,64,73,68,67,34,70,65,60,65,32,37,36,12,11,14,8,9
G. Kyei,26,2024,70,71,1900000.0,12000.0,43,67,77,62,55,66,52,38,44,68,59,69,66,69,63,72,82,73,90,58,64,19,73,51,73,64,22,23,18,,,,,
N. Petersen,33,2025,73,73,1900000.0,24000.0,58,79,77,64,83,62,57,45,49,69,53,52,54,81,57,76,61,77,77,67,60,39,79,60,77,78,46,29,21,11,7,15,13,7
S. Adamyan,29,2026,71,71,1900000.0,19000.0,58,71,63,72,70,72,57,44,58,72,80,77,79,69,73,72,73,75,68,69,66,22,69,67,60,65,45,25,26,14,15,10,15,10
C. Antwi-Adjei,28,2024,71,71,1900000.0,16000.0,65,62,36,68,57,76,58,35,50,72,89,90,90,68,90,64,51,64,53,52,35,23,65,63,49,54,27,25,20,10,8,7,13,5
M. Đurić,32,2025,72,72,1900000.0,21000.0,48,72,88,67,68,57,49,42,51,75,42,48,33,74,33,78,78,68,92,60,82,30,73,50,72,81,28,24,20,7,5,13,10,8
K. Lasagna,29,2025,71,71,1900000.0,19000.0,66,61,64,66,75,71,69,47,59,69,85,88,78,73,72,82,75,75,73,72,53,39,77,63,66,61,36,30,28,8,14,13,15,15
A. Gaich,23,2025,68,74,1900000.0,10000.0,48,64,72,65,56,64,47,41,43,63,67,72,62,65,47,68,77,75,88,60,84,19,72,61,66,71,24,26,26,,,,,
I. Pussetto,26,"Jun 30, 2023",70,71,1900000.0,25000.0,65,72,65,68,64,73,43,42,61,72,74,75,74,66,69,71,71,58,66,65,33,12,71,58,69,68,25,18,25,6,14,11,11,10
M. Valoti,28,2025,71,71,1900000.0,29000.0,69,68,48,77,69,74,78,65,75,75,55,55,69,68,76,68,53,69,54,73,58,59,68,71,75,73,50,56,51,,,,,
Roberto,20,"Jun 30, 2023",66,77,1900000.0,2000.0,52,68,69,67,57,70,46,46,57,69,73,66,59,60,69,69,77,48,62,66,63,29,61,57,54,67,32,33,35,12,13,5,13,14
Jordi Escobar,20,"Jun 30, 2023",66,76,1900000.0,6000.0,57,67,66,57,65,63,44,45,48,65,62,67,55,63,52,68,65,52,68,64,51,13,68,50,63,65,14,10,16,,,,,
Lautaro,21,2027,66,75,1900000.0,6000.0,27,72,65,60,60,67,40,47,40,70,68,56,54,60,54,62,69,44,75,66,35,15,62,48,59,47,13,16,13,,,,,
Abdón Prats,29,2024,71,71,1900000.0,18000.0,65,73,67,65,70,70,68,69,58,73,62,65,77,67,66,75,72,63,76,72,42,25,72,45,70,55,29,23,18,10,11,16,15,11
J. Durán,18,2028,65,83,1800000.0,7000.0,31,69,55,57,40,66,45,33,52,68,79,81,73,50,63,73,74,69,74,57,63,14,65,50,51,58,19,28,22,,,,,
J. Bahoya,17,2025,65,81,1800000.0,750,54,66,44,59,52,72,53,49,53,71,66,67,73,62,68,63,60,51,55,55,42,33,60,65,61,69,40,36,44,15,11,13,12,5
E. Rashani,29,2025,71,71,1800000.0,14000.0,65,69,53,63,57,71,61,64,50,72,79,83,78,70,62,60,57,76,64,64,61,43,71,67,53,70,42,32,28,15,6,12,12,10
J. Duranville,16,2027,64,86,1800000.0,1000.0,53,61,33,61,51,76,63,55,56,70,89,84,87,44,85,64,82,48,51,63,43,15,48,55,48,56,17,28,23,10,6,9,15,11
Jesé,29,2023,71,71,1800000.0,13000.0,62,72,56,72,65,73,73,66,65,74,74,72,74,60,74,75,77,71,73,66,38,33,74,70,72,73,17,23,12,13,7,6,13,15
S. Vignato,18,2025,65,81,1800000.0,5000.0,51,62,36,64,57,73,51,49,61,72,73,69,87,66,89,56,57,65,33,56,37,33,60,64,49,54,38,30,34,14,12,5,9,8
Iker Bravo,17,"Jun 30, 2023",65,84,1800000.0,2000.0,42,72,68,54,52,68,48,54,43,65,68,68,66,57,63,66,73,55,60,62,45,18,61,55,60,47,20,17,17,,,,,
K. Ruiz-Atil,19,2025,65,77,1700000.0,3000.0,54,53,30,69,52,71,68,59,65,70,68,66,80,59,80,60,50,53,32,48,40,29,60,64,58,68,43,55,53,8,8,14,13,9
B. Makouana,19,2025,65,78,1700000.0,3000.0,57,62,42,56,61,68,57,43,49,68,82,82,70,64,72,67,65,55,59,52,45,29,61,55,60,59,25,33,26,10,9,6,12,8
S. Doucouré,20,2026,65,78,1700000.0,4000.0,31,67,72,62,54,61,32,31,44,68,55,63,49,59,45,64,72,65,79,47,63,23,68,53,63,49,12,24,19,,,,,
K. Dembélé,19,2026,65,79,1700000.0,4000.0,56,56,22,61,47,69,59,60,53,67,87,82,90,54,89,66,37,55,33,62,40,11,53,58,56,58,15,19,16,12,13,11,8,15
K. Spadanuda,25,2025,69,70,1700000.0,9000.0,69,68,58,69,61,73,60,57,62,69,74,73,72,53,71,67,61,59,57,67,45,30,69,61,62,62,34,35,33,,,,,
L. Egloff,19,2024,65,78,1700000.0,4000.0,59,61,33,67,48,69,54,39,61,67,69,65,73,62,77,58,56,54,69,42,56,37,62,68,53,59,40,46,40,,,,,
E. Dinkçi,20,2025,65,77,1700000.0,5000.0,52,67,64,62,61,64,64,57,52,65,78,88,69,62,69,65,60,61,55,64,36,24,64,60,66,65,28,23,19,7,15,10,9,5
Arribas,20,2025,65,77,1700000.0,20000.0,37,73,36,62,37,72,49,52,60,71,65,62,66,63,72,66,55,54,50,70,47,21,54,60,72,65,33,36,41,9,7,5,11,14
Peter,19,2025,65,79,1700000.0,18000.0,61,60,33,59,47,71,43,38,52,68,76,75,76,61,74,63,52,60,41,56,31,33,57,55,44,50,31,44,42,,,,,
W. Swedberg,18,2027,65,80,1700000.0,2000.0,55,60,44,65,58,65,62,51,63,66,75,68,83,68,62,64,57,77,51,61,57,62,61,64,44,66,51,57,45,7,14,9,8,10
Barbero,23,2023,66,73,1700000.0,7000.0,33,67,63,65,63,65,42,45,45,66,66,69,51,68,46,66,62,52,77,63,37,17,64,48,65,54,15,19,10,,,,,
C. Chukwuemeka,18,2028,64,84,1600000.0,7000.0,53,66,46,71,52,72,55,46,67,72,67,63,57,55,75,56,50,50,61,46,58,48,66,69,58,69,50,50,54,12,12,9,11,10
L. Sinayoko,22,2025,65,74,1600000.0,4000.0,56,70,68,62,54,67,45,51,49,69,69,71,59,63,58,66,71,54,78,62,47,17,67,55,69,61,14,30,27,,,,,
J. Botué,19,2023,65,76,1600000.0,3000.0,51,63,62,62,59,69,47,41,42,68,74,75,70,53,67,67,75,60,68,61,26,19,66,45,49,55,20,12,18,,,,,
L. Diony,29,2023,70,70,1600000.0,15000.0,67,72,68,67,66,70,57,48,49,69,69,69,63,69,72,75,72,62,76,70,67,21,70,67,68,68,18,23,15,7,6,8,14,16
A. Hunou,28,2025,70,70,1600000.0,15000.0,68,67,66,72,73,71,70,63,64,72,75,73,75,69,73,71,67,68,69,67,69,55,73,70,72,73,45,52,49,8,7,13,8,8
A. Salama,21,2026,65,74,1600000.0,5000.0,41,71,67,52,44,68,42,41,39,69,66,69,51,54,46,60,61,53,73,62,42,19,68,52,70,54,17,23,20,6,7,9,14,15
K. Andrić,27,2025,69,70,1600000.0,10000.0,38,72,71,64,51,64,50,41,39,74,65,63,66,63,44,67,76,69,77,61,51,21,73,64,78,70,27,26,21,,,,,
S. Andersson,30,2023,70,70,1600000.0,16000.0,32,71,79,69,72,66,39,42,44,70,39,50,49,73,51,74,70,48,77,66,66,25,75,61,65,70,21,30,24,10,9,14,15,6
K. Karaman,28,2025,70,70,1600000.0,14000.0,67,69,67,69,60,70,47,46,63,72,70,66,67,68,64,70,78,68,70,65,61,22,71,63,56,57,24,24,18,,,,,
M. Broschinski,21,2026,65,74,1600000.0,5000.0,50,67,64,62,55,64,48,36,50,65,70,80,64,59,66,66,74,54,68,60,47,25,62,50,51,51,26,19,20,,,,,
A. Ceesay,28,2024,70,70,1600000.0,11000.0,55,72,69,64,68,66,57,45,52,62,88,86,75,68,75,70,79,69,68,70,66,17,72,58,61,68,37,30,28,7,8,8,14,13
M. De Luca,23,2025,67,73,1600000.0,6000.0,42,71,74,54,62,61,56,43,49,69,34,50,52,68,51,74,61,69,79,61,48,33,70,61,72,69,39,22,18,8,12,9,6,8
R. Krollis,20,2026,65,74,1600000.0,4000.0,43,68,68,55,57,60,44,41,41,62,54,55,55,69,53,66,65,59,75,61,54,14,70,52,65,58,22,22,18,,,,,
L. D'Andrea,17,2027,65,80,1600000.0,2000.0,60,58,42,67,55,74,70,60,64,71,75,69,75,63,79,59,57,60,52,51,42,30,50,59,59,68,39,42,42,9,7,7,9,8
D. Camara,19,2023,65,76,1600000.0,4000.0,53,63,74,59,57,60,47,39,46,61,75,74,67,58,66,66,67,66,75,58,58,27,64,51,65,55,28,22,22,,,,,
J. Stanislas,32,2023,71,71,1500000.0,28000.0,74,71,43,69,51,73,77,79,67,74,68,69,67,68,64,73,44,53,58,73,36,60,72,72,73,67,28,27,29,13,8,6,7,6
Y. Lagha,18,2025,64,82,1500000.0,5000.0,36,67,63,58,59,63,54,45,40,62,67,73,68,59,65,65,64,55,69,59,43,19,62,52,64,55,17,12,27,,,,,
Y. Borges Sanches,18,2025,64,82,1500000.0,2000.0,64,57,54,67,58,64,63,64,66,54,76,79,68,52,66,56,60,64,49,56,68,52,58,56,59,57,54,52,52,10,10,5,13,10
N. Weiper,17,2025,63,84,1500000.0,1000.0,39,68,65,47,48,64,46,43,37,63,63,68,55,61,53,58,68,53,72,57,63,15,67,48,57,45,20,14,19,,,,,
I. Nestorovski,32,2023,71,71,1500000.0,12000.0,43,76,70,66,67,67,65,62,45,69,68,55,63,69,74,73,72,65,75,69,69,27,77,42,72,69,41,27,26,,,,,
E. İlkhan,18,"Jun 30, 2023",64,80,1500000.0,3000.0,54,57,49,67,47,73,59,52,63,68,68,68,73,54,76,62,52,67,35,59,59,50,64,67,50,63,45,55,50,8,11,6,15,15
M. Marić,27,2025,69,69,1500000.0,22000.0,45,70,68,62,59,69,39,50,39,63,70,69,49,66,44,71,68,64,81,70,54,19,72,58,72,64,27,23,19,,,,,
R. Labeau Lascary,19,2026,64,76,1400000.0,5000.0,43,66,68,54,48,65,45,42,42,63,64,65,51,62,55,64,62,51,62,61,33,18,66,55,69,62,22,23,20,,,,,
T. Arconte,18,2026,64,78,1400000.0,2000.0,61,62,57,61,63,69,46,49,56,63,74,73,69,52,67,68,57,60,65,64,35,25,62,51,60,57,23,27,25,,,,,
N. Boujellab,23,2023,66,72,1400000.0,6000.0,52,62,49,69,52,73,54,55,63,70,73,68,77,62,75,63,52,62,48,57,58,38,56,65,59,58,55,54,51,,,,,
C. Da Graca,20,2024,64,76,1400000.0,15000.0,35,72,70,63,64,63,60,49,47,65,54,54,51,56,56,60,61,54,63,60,32,18,62,55,69,56,15,14,23,,,,,
Ethyan,20,"Jun 30, 2023",64,77,1400000.0,2000.0,52,68,66,63,48,56,52,47,56,64,59,68,63,64,57,63,73,54,67,58,51,26,64,59,66,62,25,28,29,15,11,8,6,8
Carlos Martín,20,2026,64,77,1400000.0,8000.0,54,66,60,58,57,68,63,62,48,66,75,78,74,49,63,70,61,55,68,62,52,27,59,58,63,58,20,25,27,,,,,
S. Jasper,21,2023,64,73,1300000.0,9000.0,62,58,43,59,56,65,61,57,56,64,83,79,80,53,75,58,50,62,52,53,31,40,61,56,58,59,40,39,33,14,12,12,11,9
I. Salah,20,2027,64,74,1300000.0,8000.0,52,64,55,61,51,71,46,45,43,71,67,73,69,60,69,64,65,66,71,52,61,27,63,53,56,59,28,28,23,,,,,
Y. Suzuki,20,2024,64,73,1300000.0,4000.0,57,60,46,66,41,67,51,53,64,67,66,74,63,57,72,51,55,60,47,51,53,49,61,63,48,64,45,50,48,,,,,
J. Kalumba,17,2024,64,78,1300000.0,500,66,52,49,65,48,66,58,52,61,66,72,66,74,64,64,48,51,57,46,49,58,56,55,56,50,60,55,58,58,,,,,
J. Diehl,17,2024,63,83,1300000.0,1000.0,37,69,57,59,61,64,62,40,52,66,68,68,75,60,70,68,64,58,46,58,40,19,55,59,65,51,18,17,20,,,,,
M. Mustapha,21,2024,64,74,1300000.0,5000.0,57,67,63,48,52,64,50,49,55,57,79,74,67,58,65,71,80,65,79,64,76,16,61,63,62,53,19,22,21,,,,,
D. Seck,21,2026,64,74,1300000.0,8000.0,57,65,45,60,51,77,60,47,50,77,78,79,72,49,58,79,55,63,62,48,33,21,57,50,66,55,27,34,28,6,6,11,12,11
C. Gytkjær,32,2023,70,70,1300000.0,26000.0,51,72,72,60,62,66,61,55,45,70,61,63,65,74,63,76,81,55,75,70,67,32,70,61,76,70,42,16,19,11,12,12,14,15
Noel,19,2026,63,80,1300000.0,15000.0,50,66,60,63,58,62,59,51,42,69,64,68,56,64,57,65,58,52,46,59,40,24,63,59,56,57,35,18,16,13,13,11,14,8
Álvaro,17,2027,62,83,1300000.0,4000.0,64,63,76,66,49,63,47,50,47,57,68,69,63,57,42,57,80,57,64,58,28,16,58,57,62,52,15,16,15,11,14,12,7,13
Ángel,35,2023,73,73,1300000.0,17000.0,56,75,70,72,77,74,62,57,49,74,68,68,71,75,75,75,74,51,68,72,72,26,76,62,69,70,42,23,20,6,13,8,14,11
K. Gordon,17,2023,62,83,1200000.0,3000.0,55,60,42,58,42,64,45,30,50,61,77,67,80,57,76,55,58,55,43,54,38,22,58,57,56,61,22,24,21,,,,,
B. Doak,16,2026,62,84,1200000.0,3000.0,56,56,41,53,41,67,50,33,36,64,85,78,82,50,76,58,38,58,40,36,48,28,58,55,48,60,18,30,25,,,,,
J. Majchrzak,17,"Jun 30, 2023",63,80,1200000.0,500,42,65,70,57,47,59,43,36,33,65,60,60,52,66,54,60,69,55,60,58,41,17,63,51,49,52,21,21,17,14,14,11,14,11
A. Raimondo,18,2027,63,79,1200000.0,3000.0,59,63,65,67,49,71,70,48,58,68,63,69,65,56,67,65,58,54,60,56,52,28,57,56,68,65,19,27,21,7,5,8,10,7
Estanis,18,2024,63,79,1200000.0,9000.0,54,65,53,57,56,68,55,48,46,63,69,75,72,58,52,70,46,49,49,59,44,24,59,53,59,61,21,19,19,,,,,
Pablo Gálvez,20,2023,63,76,1200000.0,4000.0,31,69,60,58,53,65,40,42,40,66,68,63,59,60,57,58,64,67,66,60,40,14,62,45,60,60,15,14,13,,,,,
Jon Magunazelaia,20,2026,63,75,1200000.0,5000.0,58,63,58,63,62,66,56,49,61,64,79,74,71,55,80,71,54,60,52,62,52,41,57,61,59,58,39,48,54,,,,,
Diego López,20,2024,63,77,1200000.0,5000.0,59,66,56,58,47,64,55,52,44,62,74,76,65,64,70,62,54,59,52,56,33,30,64,52,60,49,34,30,30,14,15,13,14,12
M. Joseph,18,2025,62,82,1100000.0,3000.0,39,63,67,48,44,62,52,36,36,61,77,79,77,58,70,62,68,53,56,61,32,15,59,49,69,57,20,23,23,,,,,
P. Mboup,19,2024,63,78,1100000.0,7000.0,54,61,32,52,55,66,54,35,48,66,82,83,78,52,80,72,45,50,55,60,32,18,58,51,56,54,21,21,23,,,,,
K. Nagera,20,"Jun 30, 2023",63,74,1100000.0,11000.0,51,62,61,57,53,64,53,43,39,66,87,79,72,54,68,67,79,54,45,58,37,22,61,52,60,59,16,25,16,12,10,5,13,6
Pedro Ruiz,22,2023,63,72,1100000.0,7000.0,59,72,75,55,59,53,36,43,38,58,53,63,52,52,37,68,66,51,78,54,44,20,59,55,66,47,22,27,24,10,8,15,10,11
D. Downs,17,2026,62,82,1100000.0,1000.0,42,65,68,61,51,58,59,40,41,60,67,68,55,60,50,64,67,49,66,55,40,18,57,51,68,53,20,18,20,,,,,
S. Ganvoula,26,2023,66,68,1100000.0,8000.0,40,60,72,63,58,58,51,31,38,56,72,88,61,63,53,75,59,58,84,66,62,21,64,61,61,62,23,21,18,15,10,15,6,10
I. Karamoko,20,2023,63,73,1100000.0,5000.0,60,65,35,61,50,74,64,49,48,65,71,73,57,51,78,66,46,49,34,48,34,23,56,54,68,50,22,33,32,,,,,
Javi Cueto,21,"Jun 30, 2023",63,73,1100000.0,2000.0,43,64,67,56,56,63,49,61,40,63,68,66,65,53,55,66,73,69,74,61,66,21,63,52,68,67,20,23,16,8,14,13,13,9
Fabio Blanco,18,2024,62,82,1100000.0,8000.0,58,59,34,59,54,68,56,50,50,66,69,74,69,47,71,59,51,55,45,49,39,20,59,52,51,53,28,31,30,,,,,
Kevin Carlos,21,"Jun 30, 2023",63,73,1100000.0,2000.0,37,64,71,62,54,60,38,36,44,62,62,67,54,57,68,67,74,69,77,58,61,20,57,51,57,50,22,21,26,13,7,14,6,11
I. Diabate,22,2023,63,72,1100000.0,5000.0,40,64,64,62,50,57,40,44,50,55,69,78,68,58,68,61,68,67,71,63,45,11,64,45,70,59,13,14,13,,,,,
A. Devine,17,2024,61,84,1000000.0,2000.0,46,58,59,68,50,62,56,41,64,58,63,65,56,58,68,65,60,57,51,52,61,46,65,60,52,61,45,54,60,,,,,
R. Hamouma,35,2023,72,72,1000000.0,12000.0,71,71,67,74,76,77,76,70,68,77,68,68,78,70,74,77,57,61,64,74,60,39,74,73,70,71,38,41,41,14,11,14,7,13
A. Maurer,17,2025,62,79,1000000.0,750,55,52,47,61,47,70,60,59,57,68,65,60,56,62,65,64,55,48,49,52,43,31,57,65,59,58,41,33,46,5,9,10,12,9
D. Pejčinović,17,2027,62,81,1000000.0,2000.0,40,65,63,58,45,61,46,39,48,63,61,62,65,60,52,60,65,54,63,53,52,21,62,60,53,57,16,23,18,,,,,
F. Quagliarella,39,2023,73,73,1000000.0,13000.0,66,75,68,73,82,74,78,75,72,77,47,59,65,72,71,80,64,46,68,81,44,26,81,73,85,75,35,21,15,6,7,5,4,4
Manu Morillo,18,2024,62,79,1000000.0,2000.0,47,63,53,59,57,67,41,38,45,65,77,76,69,58,68,63,65,52,46,57,50,17,61,53,57,48,16,18,20,13,10,13,9,14
J. Becerra,24,2024,65,69,1000000.0,5000.0,50,65,72,62,60,62,55,40,45,63,66,65,63,63,66,66,68,66,75,59,66,30,65,55,66,60,35,25,20,7,11,8,8,7
Pablo Pérez,20,2024,63,74,1000000.0,3000.0,68,35,55,56,21,58,49,42,48,58,68,65,66,60,74,38,49,66,57,29,54,59,59,50,43,47,55,62,63,,,,,
Alberto Marí,20,2024,62,75,975000.0,5000.0,33,65,65,49,48,58,42,38,41,62,63,67,58,59,59,64,67,62,66,57,36,11,62,48,61,53,14,17,18,,,,,
A. Oko-Flex,20,2023,62,77,950000.0,8000.0,54,58,52,55,49,67,51,49,40,66,77,79,73,50,76,65,51,59,59,57,43,16,58,54,66,58,26,26,21,13,8,5,9,15
T. Maswanhise,19,2023,62,77,950000.0,8000.0,57,64,52,55,61,63,64,59,51,60,84,84,73,58,70,64,52,65,43,62,40,23,62,61,66,60,34,21,30,13,7,5,12,8
D. Jean,19,2025,62,76,950000.0,3000.0,39,62,54,56,57,63,49,46,40,61,83,79,78,60,78,68,56,55,51,60,45,21,58,49,63,56,23,19,12,,,,,
T. Kastanaras,19,2025,62,75,950000.0,3000.0,40,68,59,57,56,59,53,58,43,61,61,55,53,59,55,65,60,55,66,57,39,21,66,56,65,59,20,14,16,,,,,
J. Persson,19,2027,62,75,950000.0,2000.0,32,64,72,51,52,57,44,30,32,63,50,66,48,57,37,60,65,58,83,52,55,28,63,48,65,52,27,25,26,,,,,
F. Dietz,23,2025,64,70,925000.0,6000.0,26,65,64,58,53,56,44,30,35,59,71,76,55,63,57,67,71,61,78,52,65,17,64,42,59,61,29,15,19,,,,,
Arroyo,18,2024,62,76,925000.0,2000.0,29,68,52,60,59,65,32,30,42,67,69,74,51,47,67,61,66,51,44,54,55,13,64,46,59,57,17,19,12,9,11,10,8,8
Y. Guermouche,21,2024,62,73,900000.0,4000.0,38,67,67,58,45,64,45,42,39,59,59,62,58,56,40,60,63,52,71,55,38,19,59,54,64,55,15,21,14,,,,,
S. Telalovic,22,2024,62,70,900000.0,5000.0,42,65,64,53,59,56,53,58,46,60,58,62,59,60,60,64,59,64,68,61,43,30,63,53,65,58,30,30,27,,,,,
Manu Garrido,21,"Jun 30, 2023",62,73,900000.0,2000.0,58,62,61,60,58,61,41,43,52,63,65,54,56,61,46,63,59,57,70,60,33,17,66,48,62,63,15,14,17,,,,,
O. Camara,20,2025,62,71,875000.0,3000.0,40,70,57,59,56,77,57,36,46,60,67,69,54,55,65,69,58,53,55,60,30,16,50,57,71,48,21,14,22,,,,,
G. Manvelyan,20,2024,62,73,875000.0,3000.0,56,59,30,65,53,69,58,59,63,69,76,67,69,43,71,62,35,33,32,63,38,22,52,56,51,66,26,46,35,14,11,13,13,5
B. Traoré,19,2027,62,73,875000.0,2000.0,28,68,67,54,63,65,33,29,30,70,68,56,49,47,56,65,65,57,59,47,58,26,59,57,60,54,25,23,27,,,,,
Slavy,20,2024,62,73,875000.0,3000.0,53,62,59,57,54,53,51,55,49,65,66,67,54,53,74,69,73,68,81,54,59,22,62,49,60,61,23,28,22,5,10,13,8,6
D. Scherhant,19,2025,62,73,850000.0,3000.0,51,67,56,59,61,67,65,33,39,63,68,67,69,60,67,62,62,53,59,55,52,16,65,57,60,57,20,21,19,,,,,
S. Perkins,18,2025,61,78,825000.0,2000.0,43,61,55,58,57,61,54,42,50,63,67,73,69,59,65,67,72,61,67,59,49,20,60,59,58,60,21,20,20,,,,,
Nacho Ferri,17,2025,61,80,825000.0,950,46,67,60,55,57,55,44,39,36,57,69,76,54,51,60,64,56,55,76,58,34,21,57,46,58,52,20,23,21,,,,,
Vivaldo,17,2025,61,77,825000.0,650,35,64,76,56,51,53,34,30,35,60,51,61,45,53,42,61,68,55,76,51,60,25,60,53,64,54,28,30,25,,,,,
Tovar,23,2023,62,69,800000.0,5000.0,37,64,62,52,48,60,44,34,35,59,54,65,53,63,61,60,70,73,79,54,50,20,63,57,60,50,16,16,14,,,,,
R. Trevitt,19,2024,61,76,775000.0,4000.0,56,63,32,61,41,66,42,42,53,64,64,59,60,50,64,62,42,60,59,49,57,42,61,65,45,59,51,48,41,7,6,11,11,7
N. Young-Coombes,19,2024,61,75,775000.0,5000.0,57,65,53,58,55,60,39,35,40,57,74,69,75,61,72,64,54,60,52,54,50,16,61,57,58,52,13,19,15,,,,,
M. Touré,18,2026,61,76,775000.0,2000.0,52,56,51,52,45,63,48,41,45,59,89,91,79,55,76,63,78,41,83,53,60,28,56,50,49,50,27,28,26,11,5,8,10,11
F. Asllani,19,2026,61,74,775000.0,4000.0,36,69,60,55,52,62,49,52,37,62,55,55,57,56,60,59,65,54,66,58,42,22,60,56,66,59,19,20,20,,,,,
V. Carboni,17,2027,60,82,775000.0,1000.0,56,45,51,70,45,60,61,50,69,64,58,61,47,58,69,62,58,52,49,44,47,26,51,66,59,63,41,54,57,,,,,
D. Montevago,19,2025,61,75,775000.0,2000.0,46,62,61,53,44,60,46,35,38,61,67,69,54,63,57,64,57,53,72,55,63,16,57,49,57,58,19,23,18,,,,,
J. Ideho,18,2025,61,74,750000.0,5000.0,63,50,46,57,48,67,56,45,43,63,79,76,71,49,68,66,46,52,48,45,43,22,49,62,47,54,32,36,46,,,,,
E. Gebreyesus,18,2024,61,76,750000.0,3000.0,55,63,48,55,49,71,50,44,48,63,69,71,62,57,49,56,42,52,51,49,27,23,49,56,55,47,27,23,28,13,11,6,14,13
K. Mizuta,22,2023,61,70,750000.0,4000.0,54,62,47,58,60,73,57,43,43,69,69,69,77,48,67,59,43,53,53,51,49,27,56,54,62,55,27,28,24,,,,,
Álex Castro,20,2025,61,71,725000.0,3000.0,49,64,52,55,49,63,48,50,52,65,69,69,72,57,66,65,53,51,48,55,45,28,63,52,60,55,31,34,29,,,,,
R. Wilson,16,2026,59,83,700000.0,2000.0,42,68,61,53,44,51,42,36,40,56,58,53,50,56,61,54,62,46,60,61,36,18,60,51,72,57,14,22,23,8,10,8,12,7
J. Mbila,22,2023,61,68,675000.0,4000.0,38,65,67,53,53,60,42,42,39,60,50,58,59,62,68,63,62,51,53,65,52,21,62,51,64,55,16,14,15,,,,,
