name,age,Contract valid until,Overall rating,Potential,Value,Wage,Crossing,Finishing,Heading accuracy,Short passing,Volleys,Dribbling,Curve,FK Accuracy,Long passing,Ball control,Acceleration,Sprint speed,Agility,Reactions,Balance,Shot power,Jumping,Stamina,Strength,Long shots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Defensive awareness,Standing tackle,Sliding tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes
A. Flips,22,2024,74,79,6500000.0,18000.0,71,71,53,75,60,77,70,64,70,74,75,74,72,68,77,69,56,69,62,68,59,46,74,74,65,70,39,49,44,,,,,
T. Meunier,30,2024,76,76,6500000.0,36000.0,81,70,80,67,76,75,76,56,75,71,67,72,62,72,47,80,74,83,84,77,76,74,74,73,65,74,71,74,77,8,13,15,6,9
L. Netz,19,2026,73,83,6500000.0,11000.0,77,46,57,69,32,68,52,53,61,69,75,79,72,68,71,53,63,60,60,38,67,70,64,57,49,62,68,76,74,7,11,12,9,13
D. Kyereh,26,2023,75,76,6500000.0,26000.0,58,77,59,72,69,82,60,60,60,78,88,76,90,74,86,71,85,79,58,67,44,24,74,71,52,65,24,15,17,5,8,5,10,11
L. Maina,23,2025,74,80,6500000.0,21000.0,74,67,44,69,58,76,66,43,60,73,89,86,85,71,88,62,55,73,47,54,44,24,67,72,47,66,29,28,25,14,12,14,7,8
J. Thielmann,20,2024,73,82,6500000.0,16000.0,65,69,60,69,62,71,67,44,65,74,84,79,75,73,75,73,69,78,58,69,69,51,67,68,65,62,44,39,41,,,,,
W. Anton,25,2025,75,78,6500000.0,20000.0,42,42,73,74,38,63,37,39,67,67,55,78,62,71,57,58,74,76,82,45,76,72,52,52,48,74,78,76,69,,,,,
Tiago Tomás,20,"Jun 30, 2023",73,82,6500000.0,9000.0,42,72,67,67,63,76,65,41,59,75,84,87,77,72,79,75,63,78,69,60,61,40,75,58,70,66,35,37,17,8,14,9,13,7
S. Widmer,29,2026,76,76,6500000.0,26000.0,77,59,68,70,48,72,71,56,70,73,76,73,75,74,68,73,84,91,77,62,67,72,71,70,56,76,72,72,66,10,8,7,5,14
L. Barreiro Martins,22,2024,74,80,6500000.0,21000.0,54,61,49,76,54,78,62,46,71,78,76,66,88,75,91,57,83,89,47,55,76,77,64,72,47,68,74,74,69,,,,,
A. Maier,23,2025,74,80,6500000.0,21000.0,66,57,49,80,43,76,53,48,77,77,64,69,68,75,72,72,57,78,77,66,61,70,69,77,38,74,71,73,70,14,10,10,8,7
R. Vargas,23,2025,74,80,6500000.0,21000.0,66,68,66,70,62,77,59,48,69,76,86,87,91,72,90,72,85,75,62,72,49,48,70,64,60,63,59,51,45,12,7,5,6,11
M. De Sciglio,29,2025,76,76,6500000.0,75000.0,78,33,69,74,41,74,78,39,70,75,64,69,73,72,76,67,80,77,66,51,66,75,64,63,49,74,76,79,75,5,3,5,5,3
A. Vranckx,19,"Jun 30, 2023",73,82,6500000.0,18000.0,64,63,62,78,58,79,68,58,70,78,73,54,74,75,74,77,70,76,75,66,77,64,70,67,41,71,58,68,62,,,,,
M. Camara,25,2024,75,76,6500000.0,47000.0,69,71,67,75,66,72,69,55,75,76,74,77,78,74,75,84,70,80,82,75,84,76,76,76,54,77,73,76,70,11,11,9,11,7
J. Schouten,25,2026,75,78,6500000.0,25000.0,56,52,63,75,52,74,56,33,76,76,63,61,66,75,70,64,74,77,63,58,69,77,62,68,57,73,76,74,70,11,7,6,5,14
M. Faraoni,30,2025,76,76,6500000.0,24000.0,78,66,69,76,81,74,77,66,72,76,79,78,71,76,79,79,73,77,68,75,77,72,74,67,66,73,68,72,68,11,8,13,12,15
Y. Maleh,23,"Jun 30, 2023",74,80,6500000.0,35000.0,71,65,51,79,72,73,78,63,74,76,69,65,75,69,75,68,53,79,63,58,68,68,75,73,64,73,68,69,66,6,15,6,5,6
S. Birindelli,22,2026,74,80,6500000.0,30000.0,67,44,58,69,49,68,62,53,68,72,83,85,81,68,80,63,74,79,60,55,63,70,60,59,56,68,70,72,72,,,,,
I. Baba,26,2024,75,78,6500000.0,22000.0,46,46,64,75,42,66,46,48,67,65,63,63,51,70,60,59,58,79,78,54,80,75,43,67,52,57,73,79,77,,,,,
Joaquín,26,2023,75,78,6500000.0,20000.0,46,44,74,72,39,49,46,40,64,64,62,65,47,74,32,56,85,71,84,37,78,75,48,65,47,68,73,75,73,9,12,13,14,14
Monchu,22,2026,74,80,6500000.0,17000.0,64,69,55,76,42,71,67,76,78,74,72,68,70,69,83,73,67,79,54,79,76,67,64,74,55,65,66,74,65,11,5,7,12,11
Aguado,26,2023,75,76,6500000.0,22000.0,69,75,53,78,68,73,72,52,75,77,76,74,77,71,76,59,59,90,53,73,45,66,68,74,55,74,60,71,64,12,12,8,6,11
Rubén Peña,30,2025,76,76,6500000.0,24000.0,78,69,74,77,66,72,59,56,66,75,73,74,75,78,77,74,67,69,64,66,63,73,73,65,64,69,73,74,75,7,11,10,16,10
Kike Barja,25,2026,75,76,6500000.0,24000.0,74,73,59,71,49,78,52,41,69,77,81,75,76,71,62,66,68,66,61,61,47,33,75,73,58,69,35,30,31,6,12,12,15,8
Aleñá,24,2026,74,79,6500000.0,20000.0,67,66,34,79,41,71,67,59,75,76,69,68,74,76,70,68,49,65,62,73,55,70,72,77,73,79,64,59,50,12,9,10,8,12
Samú Costa,21,2026,73,81,6500000.0,13000.0,55,57,57,76,48,66,45,50,74,71,68,61,68,69,64,78,68,79,72,70,73,67,61,68,52,66,70,72,70,6,7,12,14,9
G. Escalante,29,"Jun 30, 2023",76,76,6500000.0,40000.0,68,66,63,77,59,69,63,52,76,77,63,63,63,72,68,79,74,76,70,63,83,75,64,70,64,80,73,75,75,10,12,7,12,11
Iván Martín,23,"Jun 30, 2023",74,80,6500000.0,23000.0,73,70,47,74,63,77,67,65,66,76,76,75,77,68,71,65,54,63,47,63,53,45,69,74,70,72,46,42,38,13,6,11,6,6
L. Dendoncker,27,2025,75,75,6000000.0,63000.0,73,62,77,78,68,71,71,68,77,76,52,68,55,72,54,83,74,79,85,73,74,76,75,71,55,77,74,78,75,14,8,14,14,6
H. Reed,27,2024,75,76,6000000.0,44000.0,73,59,51,74,40,69,65,61,72,72,76,64,77,74,82,67,65,82,69,63,82,76,67,71,49,72,74,75,72,7,12,14,10,11
V. Janelt,24,2026,74,78,6000000.0,34000.0,68,67,55,75,72,72,48,54,76,74,69,67,68,75,70,76,72,80,78,69,76,75,71,73,52,75,74,76,72,,,,,
D. Brooks,24,2026,74,77,6000000.0,34000.0,76,71,61,78,61,80,73,66,67,79,69,66,78,72,77,70,64,32,62,73,64,43,75,77,65,78,47,49,44,8,14,9,13,7
J. Lepenant,19,2027,73,82,6000000.0,20000.0,55,37,53,77,43,67,61,43,74,73,73,72,79,70,77,58,69,78,65,41,69,70,55,65,46,66,70,71,70,,,,,
T. Minamino,27,2026,75,75,6000000.0,42000.0,65,77,50,72,72,80,73,69,63,78,84,73,89,74,86,71,76,71,55,73,64,49,74,71,72,78,34,33,29,9,12,8,15,14
I. Jakobs,22,2026,73,80,6000000.0,28000.0,68,64,59,69,41,75,54,30,54,73,84,86,72,70,67,65,49,77,66,44,66,67,64,56,55,69,65,68,68,15,8,10,7,11
M. Simon,26,2024,75,75,6000000.0,26000.0,74,66,46,69,73,79,69,64,62,77,88,89,90,72,92,73,87,69,66,70,38,34,72,68,60,72,30,31,33,7,13,12,13,9
Andrei Girotto,30,2024,76,76,6000000.0,23000.0,65,55,77,74,51,63,63,71,69,73,63,54,63,74,54,81,75,70,71,80,80,79,59,54,55,66,76,77,76,11,7,9,6,12
I. Sissoko,24,2024,74,78,6000000.0,19000.0,59,53,70,76,49,72,64,49,75,76,61,63,40,76,33,74,67,82,89,64,74,72,69,73,52,74,70,74,71,,,,,
Rony Lopes,26,"Jun 30, 2023",75,75,6000000.0,26000.0,75,71,38,74,56,77,76,73,69,78,82,73,83,67,88,76,55,68,62,75,39,29,72,73,65,72,30,28,27,11,10,12,12,11
J. Cajuste,22,2026,73,80,6000000.0,15000.0,58,59,66,75,50,73,64,44,74,76,69,77,75,69,74,74,61,76,78,64,73,69,69,75,45,73,68,70,65,6,12,12,6,7
N. Bentaleb,27,2025,75,76,6000000.0,20000.0,65,65,57,77,68,80,70,71,74,81,55,54,73,75,69,83,81,67,76,78,75,71,65,79,83,77,70,72,64,9,10,16,9,15
M. Eggestein,25,2025,75,76,6000000.0,22000.0,67,59,65,76,50,72,64,48,73,75,63,55,70,77,69,77,53,84,72,63,70,74,61,68,60,75,70,76,72,15,10,13,15,8
K. Bellarabi,32,2023,76,76,6000000.0,44000.0,78,74,51,71,73,82,72,58,62,79,77,78,78,74,78,82,75,66,71,77,75,43,74,75,57,78,39,33,35,10,12,7,11,10
R. Zalazar,22,2026,73,80,6000000.0,17000.0,64,64,54,73,55,79,65,67,72,75,79,78,85,75,85,77,64,84,58,75,84,61,68,71,64,63,62,65,62,7,7,9,5,12
P. Jaeckel,23,2025,74,79,6000000.0,20000.0,35,25,70,63,33,39,31,37,58,61,67,73,62,68,58,47,59,69,76,36,76,77,32,53,44,62,76,78,75,,,,,
K. Vogt,30,2025,76,76,6000000.0,29000.0,63,50,75,80,51,67,50,62,81,73,66,72,54,76,46,76,57,67,83,57,71,80,55,67,53,80,75,77,76,6,13,8,7,14
R. Skov,26,2024,75,76,6000000.0,28000.0,86,72,52,74,73,74,87,86,70,74,77,76,76,75,74,87,49,69,67,82,72,64,71,70,78,71,69,69,67,15,16,15,13,11
E. Demirović,24,2026,74,77,6000000.0,21000.0,67,77,68,74,74,75,73,43,62,76,67,71,66,77,68,83,71,68,77,68,76,36,77,71,65,73,38,39,34,,,,,
Walace,27,2026,75,76,6000000.0,15000.0,50,58,63,79,66,69,60,52,74,75,64,68,60,70,66,78,55,79,74,75,80,74,59,70,58,72,71,74,69,10,13,7,14,11
S. Lovrič,24,2027,74,78,6000000.0,14000.0,66,66,55,78,47,72,68,65,74,74,60,54,63,72,65,64,58,76,68,64,70,72,72,74,48,70,68,70,68,11,10,12,13,7
D. Lazović,31,2024,76,76,6000000.0,26000.0,76,69,59,75,71,77,74,76,69,75,85,79,84,71,83,79,44,81,51,74,68,65,74,69,55,70,63,67,65,14,10,11,11,9
Dani García,32,2024,76,76,6000000.0,25000.0,55,58,48,78,53,66,61,57,77,74,40,46,66,80,76,69,65,89,81,68,82,82,74,74,58,68,78,80,78,6,14,14,6,11
Unai Vencedor,21,2027,74,78,6000000.0,16000.0,65,65,54,74,56,71,78,81,75,76,70,55,74,71,82,74,65,76,74,77,68,75,70,73,49,76,76,78,72,15,6,10,6,13
Zarraga,23,2023,73,80,6000000.0,18000.0,65,69,58,80,48,73,65,55,73,74,79,77,78,72,80,60,74,75,67,70,56,65,68,71,54,72,53,71,50,12,8,6,11,15
Aitor Ruibal,26,2025,75,75,6000000.0,22000.0,76,73,62,71,57,76,51,54,65,78,83,85,74,67,69,77,34,63,68,73,71,63,72,64,61,66,60,64,63,9,14,7,15,8
Calero,26,2026,75,76,6000000.0,17000.0,59,37,74,74,44,65,60,38,72,70,65,63,72,74,67,58,85,65,75,34,74,75,50,66,40,71,75,76,75,11,13,7,14,7
I. Moriba,19,"Jun 30, 2023",73,80,6000000.0,20000.0,40,74,59,76,48,77,46,47,75,75,68,69,68,71,59,73,58,73,62,72,58,66,67,68,49,70,59,70,64,9,14,15,10,12
Kenedy,26,2027,75,75,6000000.0,22000.0,76,69,65,72,56,79,77,70,67,76,78,74,77,71,71,78,72,66,64,69,51,60,76,74,68,76,60,59,54,11,15,11,15,12
Rubén Alcaraz,31,2024,76,76,6000000.0,28000.0,77,68,73,76,67,70,79,81,81,77,55,55,55,77,71,81,77,82,81,81,82,75,62,74,66,76,74,78,69,10,14,9,12,13
Valery,22,2026,73,80,6000000.0,18000.0,69,66,45,68,55,74,65,50,63,73,87,86,80,68,75,65,55,78,65,55,63,68,67,65,55,67,67,70,67,,,,,
T. Davies,24,2023,74,76,5500000.0,29000.0,66,64,61,78,42,76,64,61,75,77,66,64,63,72,69,70,56,70,65,67,84,68,67,75,49,76,68,74,69,11,12,9,14,10
J. Shelvey,30,2025,75,75,5500000.0,52000.0,75,60,63,82,66,72,69,73,86,77,43,33,55,67,63,85,62,64,71,77,83,62,62,80,71,78,60,62,58,14,11,15,8,16
J. Lingard,29,2023,75,75,5500000.0,54000.0,70,72,63,75,76,77,79,64,62,76,75,69,78,76,84,76,65,72,58,76,71,50,77,75,70,76,61,57,49,14,10,8,13,9
Gustavo Scarpa,28,2026,75,75,5500000.0,54000.0,74,68,48,79,50,78,73,72,77,75,74,77,82,60,78,80,51,79,44,77,53,42,74,77,68,60,51,40,43,13,14,9,15,16
J. Aribo,25,2026,74,77,5500000.0,41000.0,66,65,65,76,62,77,66,59,72,77,79,77,79,72,79,72,73,84,76,66,69,69,72,76,66,75,64,70,68,14,13,11,5,7
C. Alcaraz,19,2027,72,84,5500000.0,20000.0,59,67,65,71,55,80,70,72,64,74,87,77,84,65,82,72,74,70,59,67,77,43,70,64,66,67,45,45,43,12,9,14,6,7
B. Decordova-Reid,29,2024,75,75,5500000.0,51000.0,69,71,66,74,75,74,65,64,65,74,79,76,87,77,86,69,79,83,60,71,54,59,77,70,70,70,59,59,55,8,12,13,8,10
K. Lewis-Potter,21,2028,72,81,5500000.0,26000.0,68,68,64,64,57,75,64,61,54,73,82,79,84,67,82,68,75,75,56,67,65,34,71,69,58,64,36,30,32,9,12,9,14,13
L. Cook,25,2025,74,76,5500000.0,37000.0,70,61,50,77,57,77,71,65,77,78,66,55,75,73,83,66,68,68,61,65,77,69,65,74,61,73,64,72,68,6,15,12,15,13
A. Claude-Maurice,24,"Jun 30, 2023",74,77,5500000.0,29000.0,64,70,60,76,61,80,79,69,69,79,79,81,88,72,79,75,70,70,62,76,69,69,69,73,65,72,69,72,66,11,13,15,14,15
R. Kouamé,25,2024,74,77,5500000.0,17000.0,62,49,65,76,38,74,54,43,73,75,71,69,74,75,72,67,71,89,78,63,75,72,68,72,50,73,71,71,69,8,6,6,11,11
P. Lees-Melou,29,2025,75,75,5500000.0,23000.0,75,69,58,77,58,75,78,68,75,77,66,65,72,74,60,77,66,84,72,77,68,67,72,75,65,77,71,69,61,14,6,12,9,10
D. Lopy,20,2023,73,80,5500000.0,12000.0,61,58,70,75,51,74,60,45,75,75,67,67,65,72,62,72,72,73,75,60,69,70,65,75,55,73,68,70,68,14,11,14,6,15
Y. Belaïli,30,2023,75,75,5500000.0,19000.0,75,71,38,72,73,81,82,59,67,80,76,79,75,69,79,81,44,68,68,75,67,29,69,71,67,78,24,24,21,14,10,8,12,11
M. Uth,30,2025,75,75,5500000.0,26000.0,72,75,67,75,74,76,80,78,72,77,71,69,74,77,68,83,71,70,67,78,61,39,76,75,67,74,34,39,36,9,11,8,9,11
E. Martel,20,2026,72,84,5500000.0,13000.0,52,42,67,71,35,66,46,43,63,69,65,67,67,69,69,53,73,80,72,55,75,73,50,52,38,65,71,74,73,,,,,
J. Boëtius,28,2025,75,75,5500000.0,29000.0,73,69,57,75,72,79,78,64,68,78,78,65,84,73,75,70,68,89,60,71,44,40,74,77,61,72,44,45,40,15,12,9,11,9
J. Haberer,28,2022,75,75,5500000.0,29000.0,59,63,54,79,64,76,69,55,75,78,62,63,68,77,57,77,59,78,67,67,73,73,69,76,61,71,61,64,58,14,16,10,15,13
E. Rexhbeçaj,24,2026,74,77,5500000.0,21000.0,68,59,58,77,50,75,51,41,74,76,63,66,71,73,72,80,58,81,63,64,84,66,72,71,54,65,67,73,68,14,11,6,8,14
N. Sansone,30,2023,75,75,5500000.0,29000.0,69,70,63,72,74,78,76,70,67,80,78,78,88,74,84,72,66,53,50,72,62,38,75,74,74,75,46,44,33,11,7,14,9,14
M. Aebischer,25,2026,74,77,5500000.0,26000.0,68,66,62,78,48,75,67,65,76,76,73,69,75,71,72,68,68,83,72,69,65,69,68,74,51,70,65,64,61,10,9,15,9,15
J. Akpa Akpro,29,"Jun 30, 2023",75,75,5500000.0,42000.0,67,65,65,75,68,78,66,56,72,78,78,79,79,71,78,72,72,84,73,69,80,75,76,71,56,77,69,75,73,7,10,9,9,8
E. Vignato,21,"Jun 30, 2023",72,82,5500000.0,16000.0,65,61,51,76,59,77,69,61,73,76,77,68,78,67,75,61,53,63,42,68,39,30,63,73,55,66,43,37,35,9,12,15,14,6
A. Duncan,29,2024,75,75,5500000.0,46000.0,68,50,70,80,58,73,64,59,74,76,72,74,71,75,71,84,78,81,79,80,86,73,68,67,44,78,74,81,74,9,8,8,6,8
Ruiz de Galarreta,28,2023,75,75,5500000.0,25000.0,53,58,51,80,61,70,58,45,78,73,66,67,83,70,83,62,43,77,64,66,80,72,70,76,47,74,66,79,75,12,6,13,7,12
M. Cho,18,2027,72,85,5500000.0,9000.0,61,72,65,74,52,81,43,50,50,76,83,79,71,65,68,70,59,60,63,65,33,21,74,68,64,63,23,22,20,9,6,6,7,7
S. Amallah,25,2027,74,77,5500000.0,19000.0,70,74,64,73,73,77,73,74,74,76,69,67,74,70,57,78,69,74,76,79,79,68,73,73,79,72,62,67,57,13,10,10,8,14
Omar Mascarell,29,2025,75,75,5500000.0,20000.0,53,58,59,78,56,73,61,65,79,76,62,52,74,75,72,72,73,76,70,68,69,74,72,73,63,68,70,77,69,6,7,9,10,11
Pol Lirola,24,"Jun 30, 2023",74,77,5500000.0,24000.0,76,60,63,73,58,69,69,61,66,73,75,71,68,72,71,65,64,75,66,66,70,67,63,65,57,68,70,72,71,,,,,
Jesús Navas,36,2024,81,81,5500000.0,23000.0,87,63,73,81,75,80,82,50,76,82,84,82,81,78,82,74,63,78,37,70,75,78,77,80,56,79,77,77,76,10,10,15,7,13
Embarba,30,2026,75,75,5500000.0,24000.0,75,70,57,75,62,75,79,78,71,74,78,76,76,73,76,83,65,76,65,77,73,37,74,74,76,73,36,48,43,13,6,6,14,11
Fali,28,2024,75,76,5500000.0,26000.0,63,40,77,70,33,54,58,67,68,67,45,54,43,66,68,72,71,81,90,70,90,65,42,74,47,63,75,78,74,8,6,6,15,6
J. Garner,21,2026,72,82,5000000.0,18000.0,69,59,55,75,50,64,70,68,77,73,68,66,74,67,57,70,61,74,67,67,72,68,57,69,64,72,69,70,67,10,7,7,5,12
C. Kouyaté,32,2024,76,76,5000000.0,50000.0,53,63,72,72,50,68,39,47,66,71,53,65,60,76,54,74,80,79,85,63,85,74,65,68,52,72,77,79,73,15,8,9,12,9
B. Gilmour,21,2026,72,80,5000000.0,30000.0,60,53,50,77,59,72,58,54,74,74,69,55,76,75,77,49,58,67,44,58,68,70,58,74,69,69,66,73,64,9,7,9,13,12
A. Ounas,25,2024,74,75,5000000.0,26000.0,68,64,51,72,65,80,72,69,65,78,86,80,89,66,81,68,61,71,53,68,77,47,68,72,60,65,28,54,47,8,6,8,7,12
I. Kaboré,21,"Jun 30, 2023",72,83,5000000.0,43000.0,65,36,59,67,22,69,52,29,60,70,87,89,79,76,72,42,83,74,73,44,76,62,63,61,24,70,64,67,72,10,8,9,14,13
N. Höfler,32,2026,76,76,5000000.0,25000.0,54,41,65,76,40,65,53,50,69,68,54,64,67,78,75,58,84,81,72,49,69,80,53,65,50,75,78,78,69,6,13,13,10,9
Aurélio Buta,25,2026,74,75,5000000.0,23000.0,74,52,42,71,49,76,62,41,64,75,89,84,85,71,86,70,91,77,60,62,74,70,72,68,61,75,66,70,68,9,5,13,9,10
E. Bove,20,2025,72,83,5000000.0,28000.0,60,68,64,75,43,70,51,55,72,74,64,65,64,77,80,75,65,75,65,68,84,72,75,65,52,77,75,75,70,,,,,
M. Cuisance,22,"Jun 30, 2023",72,81,5000000.0,4000.0,76,59,49,75,63,76,83,74,78,78,79,63,83,69,75,77,61,63,64,74,57,48,63,75,61,62,49,61,54,9,14,11,8,15
L. Coulibaly,26,2026,74,77,5000000.0,21000.0,62,55,71,72,52,72,60,52,69,72,71,73,71,70,70,64,70,82,74,58,75,74,68,67,53,72,74,74,73,,,,,
D. Verde,26,2025,74,75,5000000.0,18000.0,70,71,46,68,60,77,85,77,63,77,83,81,89,70,92,84,38,64,33,81,58,24,68,70,71,71,41,37,35,7,12,14,9,12
E. Holm,22,2026,72,80,5000000.0,10000.0,70,57,61,66,52,69,57,40,54,70,82,88,57,70,59,69,78,88,87,60,75,59,67,56,58,58,61,67,68,7,12,11,5,9
Y. Musah,19,2026,72,82,5000000.0,13000.0,66,65,52,77,48,72,60,54,69,77,82,87,71,68,67,75,66,72,70,73,62,67,70,70,50,66,69,68,64,15,6,14,6,10
B. Ocampo,23,2026,72,81,5000000.0,18000.0,76,64,49,66,61,79,78,74,67,70,85,82,82,61,77,71,56,69,59,71,62,62,65,65,61,70,40,43,47,7,14,9,9,14
Yan Couto,20,"Jun 30, 2023",72,82,5000000.0,49000.0,74,55,51,71,45,76,67,43,65,75,83,82,84,65,83,64,74,77,48,53,66,65,62,57,55,58,62,66,65,,,,,
B. Locko,20,"Jun 30, 2023",72,81,4900000.0,11000.0,65,48,69,70,28,70,60,42,60,70,74,76,64,67,69,59,64,74,67,55,65,68,56,52,49,64,69,70,70,,,,,
L. Kübler,29,2026,75,75,4900000.0,24000.0,70,44,61,70,50,64,46,27,54,66,71,85,66,74,68,56,71,73,80,43,73,74,47,49,58,64,74,76,77,,,,,
K. Sildillia,20,2024,72,83,4900000.0,13000.0,65,26,73,66,21,62,50,30,52,67,69,71,64,66,68,35,75,69,72,29,71,71,49,50,41,56,73,73,72,12,9,14,8,12
R. Schmid,22,2025,73,79,4900000.0,17000.0,67,60,39,75,58,79,70,46,63,78,75,82,85,69,85,72,75,71,51,71,43,63,67,70,52,66,58,43,39,7,9,7,9,6
J. Roussillon,29,2023,75,75,4900000.0,27000.0,69,63,61,72,57,76,75,56,70,77,81,78,77,73,81,75,71,73,74,65,72,74,66,66,51,75,72,72,73,9,7,13,8,15
R. Khedira,28,2026,75,75,4900000.0,27000.0,42,34,75,69,29,57,38,41,64,68,54,62,54,73,57,58,80,83,79,51,84,79,43,59,46,67,77,77,74,9,13,11,12,8
M. Thorsby,26,2025,74,75,4900000.0,26000.0,68,62,85,75,55,71,56,48,73,76,69,65,65,78,68,69,82,91,74,60,83,75,73,70,49,74,73,78,66,13,14,10,7,13
A. Stiller,21,2025,73,79,4900000.0,19000.0,64,49,63,79,45,73,66,66,76,75,65,66,73,65,73,66,69,77,62,65,64,68,61,76,42,72,68,71,68,,,,,
Dani Rodríguez,34,2024,77,77,4900000.0,27000.0,70,78,56,76,46,74,72,78,72,77,78,89,65,72,70,72,66,77,68,77,60,64,72,76,76,66,58,69,64,15,15,9,8,7
J. Anthony,22,2027,72,79,4800000.0,28000.0,72,68,54,71,59,73,68,61,60,74,78,79,71,66,75,63,70,71,64,61,48,21,67,72,62,73,20,26,17,8,9,7,13,15
J. Makengo,24,2027,73,79,4800000.0,14000.0,69,61,70,78,69,74,66,59,74,75,69,63,65,69,70,75,62,73,69,69,69,69,67,68,59,70,70,78,74,8,9,9,8,9
L. Agoumé,20,"Jun 30, 2023",72,82,4800000.0,24000.0,58,51,59,76,43,73,57,42,69,75,69,60,66,69,60,59,58,74,70,58,64,71,66,71,51,74,67,69,62,7,12,11,12,15
P. Kadeřábek,30,2025,75,75,4800000.0,28000.0,77,34,74,73,57,69,57,52,68,73,76,72,66,76,67,64,80,80,76,41,74,69,70,71,54,73,70,69,72,10,11,14,13,7
O. Solbakken,23,2027,73,79,4800000.0,37000.0,67,73,40,70,51,72,66,50,60,74,84,86,82,65,71,68,57,83,66,65,58,44,74,66,61,66,39,32,28,9,12,13,7,11
W. Zaïre-Emery,16,2025,71,88,4700000.0,5000.0,59,60,56,77,46,74,64,53,71,75,76,77,71,69,73,69,65,72,69,62,62,62,65,70,59,68,61,68,63,,,,,
A. Schäfer,23,2025,72,79,4700000.0,18000.0,63,57,48,75,45,70,45,53,70,74,70,72,75,77,76,68,42,76,52,71,69,73,72,66,42,69,66,64,57,13,14,14,10,5
D. Demme,30,2024,75,75,4700000.0,39000.0,70,39,57,78,48,72,65,62,76,78,60,52,75,71,87,62,79,82,63,41,79,73,65,74,58,73,72,72,70,14,10,14,12,9
R. Rodríguez,29,2024,75,75,4700000.0,36000.0,77,58,64,75,66,75,80,82,75,78,67,70,64,75,70,78,73,75,74,72,77,77,64,68,80,77,78,77,75,14,13,14,14,11
Eguaras,30,2024,75,75,4700000.0,22000.0,65,50,59,80,59,62,70,58,81,73,55,51,61,66,67,62,80,77,75,58,67,68,65,78,59,64,71,77,75,7,7,10,11,11
J. Dasilva,23,2024,73,78,4600000.0,31000.0,68,68,50,76,57,75,71,52,75,75,75,77,68,74,74,80,52,73,79,77,74,62,69,73,55,75,69,66,65,11,13,8,10,14
A. Nordin,24,2025,73,78,4600000.0,17000.0,65,72,67,71,52,76,67,50,67,75,83,83,74,68,80,74,64,62,64,70,31,34,71,70,55,66,37,32,26,14,6,13,10,13
A. Ramsey,31,2023,75,75,4600000.0,36000.0,70,61,55,83,72,78,79,70,75,83,47,55,68,71,78,74,63,54,65,73,65,65,75,79,75,76,66,67,67,6,11,5,10,8
M. Bakker,22,2025,73,79,4600000.0,28000.0,65,50,70,69,38,70,59,46,65,67,79,85,65,70,64,75,73,75,77,47,79,69,63,58,48,64,71,73,70,14,7,11,8,9
C. Führich,24,2025,73,78,4600000.0,17000.0,67,67,54,73,58,80,68,56,68,78,83,83,85,65,82,70,66,79,49,67,58,43,68,66,61,60,53,59,55,6,7,12,12,6
S. Jovetić,32,2023,75,75,4600000.0,30000.0,72,76,74,80,79,79,84,74,64,81,62,54,75,75,70,80,71,42,70,77,50,30,77,78,78,76,31,32,30,9,7,5,9,10
J. Larsen,23,2024,73,78,4600000.0,25000.0,67,72,58,72,62,72,73,70,67,74,83,85,76,72,72,76,75,58,69,62,68,59,73,66,62,66,56,54,44,14,6,11,11,11
L. Samardžić,20,2026,72,79,4600000.0,9000.0,60,68,40,76,61,76,62,66,72,78,74,66,78,71,73,77,52,68,66,75,52,58,65,72,50,70,56,58,58,11,14,14,11,15
C. Grenier,31,2024,75,75,4600000.0,24000.0,77,67,68,80,71,75,79,80,79,77,38,42,64,69,71,82,48,67,71,78,63,62,70,79,73,74,62,63,51,14,11,10,11,6
Roque Mesa,33,2023,76,76,4600000.0,23000.0,67,68,41,81,37,73,76,67,78,75,71,64,75,76,86,70,73,75,82,72,82,70,73,75,75,81,71,74,69,15,8,7,11,9
T. Bongonda,26,2026,74,74,4600000.0,25000.0,68,71,49,72,66,80,72,70,66,76,86,74,83,67,79,69,80,65,56,76,52,35,73,71,64,79,37,26,24,12,15,9,15,7
M. Elyounoussi,27,2023,74,74,4500000.0,43000.0,71,74,70,72,69,80,71,64,62,75,68,74,79,71,79,75,75,83,60,68,65,36,74,70,64,70,55,59,51,12,7,8,7,13
W. Hughes,27,2024,74,74,4500000.0,43000.0,76,65,58,80,50,75,67,62,76,78,65,34,68,75,67,60,49,62,58,62,70,65,72,78,66,79,69,71,69,7,15,12,9,12
J. Riedewald,25,2024,74,75,4500000.0,37000.0,70,51,69,77,45,66,71,72,75,76,54,64,66,70,63,69,67,50,74,62,73,75,53,73,42,70,73,75,71,,,,,
R. Christie,27,2024,74,74,4500000.0,39000.0,72,71,53,73,50,75,75,71,68,74,79,77,78,68,81,76,66,73,77,70,79,63,73,72,74,77,65,69,70,13,9,12,7,8
Y. Atal,26,2023,74,75,4500000.0,31000.0,71,70,58,74,68,79,71,54,64,76,87,88,79,71,78,69,69,62,64,60,78,73,74,72,59,75,70,69,71,11,12,8,9,7
Mateu Morey,22,2024,72,79,4500000.0,22000.0,71,49,41,75,39,75,63,40,64,75,79,69,82,72,86,51,64,55,53,32,75,75,62,59,38,63,69,69,73,6,13,7,7,5
